1.5148,1.8071
-0.4175,1.3652
-0.7909,-0.1098
0.2851,-4.6598
-1.2403,1.7162
0.1241,-0.0926
0.5289,-3.3442
0.9033,3.186
1.3775,4.229
-0.8374,-5.2772
-0.7569,-2.5094
-0.2058,1.4928
-1.3617,-0.822
1.64,-3.8857
-2.3962,-5.0007
-0.8256,-2.7881
-1.6642,2.5233
0.4998,6.9728
-0.2661,3.3352
1.5148,1.6269
0.0707,-1.749
-0.1296,0.1921
1.0592,-3.6928
1.1626,4.6719
0.4579,2.2847
-2.6414,2.216
-1.3454,-0.4746
0.4468,0.6061
0.2157,0.2481
-1.4894,-3.7618
-0.4192,3.2763
-0.9838,1.6815
-0.0008,1.3071
-0.7488,2.9852
0.9396,1.3559
-0.8578,-2.3648
0.6297,-1.1207
1.464,-2.6633
0.5893,-1.5327
0.3923,-0.1217
0.5383,-0.9425
-1.5935,-3.0271
0.787,0.3153
1.0612,3.7871
1.3468,-3.0562
-0.567,1.1446
-1.3056,2.209
0.2199,3.3507
0.4195,2.2298
-0.7589,1.7725
-0.8496,2.3433
0.5581,-0.878
-0.5759,4.2385
-0.6538,4.8489
-0.588,-2.3024
-1.2406,-5.554
0.3061,-0.5361
0.8,3.898
0.3165,3.8703
-0.2752,-1.82
-0.6139,-3.0852
-1.485,-2.8258
-1.3985,-0.6405
0.7891,-3.5656
-1.0308,1.6674
-2.0403,-1.3646
1.1997,-2.1131
-0.5389,1.8048
2.062,-2.0177
-0.2791,7.6607
0.745,-0.1722
0.5301,-4.0691
0.003,-2.6886
2.1302,4.1223
0.7451,-1.1419
-0.2505,2.2771
-0.2863,2.9559
0.1657,2.2685
-0.0784,4.3306
0.9807,3.1883
-0.9663,1.6481
1.3232,-2.451
0.5422,-0.5718
-0.047,5.4251
-0.7046,0.2236
0.353,6.142
-0.8671,-4.051
-0.9754,2.8946
-2.1255,-0.0709
-1.6194,-2.8507
-0.5658,1.1179
-2.2394,2.0994
1.1325,-0.8654
0.2392,-3.3515
1.2215,3.5887
-0.2696,4.5456
0.6406,-2.4083
0.2474,-2.8964
1.0822,0.7207
-0.8679,-2.0323
7.2201,9.4822
10.7978,10.7565
11.0477,9.2762
9.2108,11.7697
7.9369,11.924
8.0596,9.0276
7.1117,9.9525
10.76,9.4732
9.4834,10.076
4.8167,10.4681
4.745,8.7295
15.8322,9.3323
15.6226,11.4431
14.5692,9.9061
15.4651,12.5233
8.4745,10.1481
5.4394,11.1137
14.8394,10.2964
14.9853,9.5399
12.598,9.6103
16.9256,10.5984
7.2105,8.4183
10.4244,8.0684
3.6169,10.3884
10.8796,9.8479
12.1878,10.0315
14.3042,9.8808
9.918,9.9767
13.1711,9.5561
11.2547,11.4791
8.045,9.5472
7.5728,9.8697
6.7097,10.9309
10.3879,10.2963
11.1759,10.2466
11.3803,10.3092
10.2566,10.111
4.2131,11.0293
5.4228,10.9775
12.6284,9.4545
9.7228,10.1006
6.4917,10.4273
10.4018,10.6658
13.4042,10.8882
9.0491,9.9969
11.3556,9.0699
13.6028,11.3545
13.3178,10.4871
5.0494,10.1226
12.8952,11.424
8.132,11.4423
14.41,11.5645
12.4525,9.9213
19.2529,11.2117
15.0335,9.8778
10.9829,10.7485
13.4214,7.9255
12.3975,10.1699
10.0877,10.7813
7.8692,10.1435
11.1492,9.4701
9.9213,9.3434
8.3701,10.3656
14.7902,10.0822
7.9771,10.2326
8.543,9.6697
12.8284,10.0038
9.5883,10.2425
10.6191,10.6909
14.7228,9.5612
10.7666,10.2346
8.832,9.6789
13.9829,8.3512
10.8318,8.8581
10.8424,10.2701
11.4856,10.0895
9.332,10.3808
9.6676,12.0322
10.7716,10.8469
10.081,10.678
15.4837,9.9377
12.36,10.2663
8.9864,9.7375
12.8833,9.2967
17.4939,11.2384
15.786,9.5421
12.3942,9.6341
6.6602,9.6199
9.7409,8.4257
3.7695,9.0811
6.5377,10.6108
8.0279,8.3517
14.6546,11.1243
9.864,9.6558
9.2742,9.0918
5.6809,8.181
8.2256,9.2821
8.7482,10.3004
4.8689,7.9956
8.7999,10.481
7.8763,-2.1997
8.1519,-4.5149
12.1408,2.9468
10.3002,-4.0362
9.8142,3.4768
9.0365,1.1428
13.7789,-0.0948
8.5272,0.5228
10.9655,-0.1617
8.9698,-1.0354
12.9615,2.076
6.4353,0.1765
11.687,-1.3247
9.1177,-0.1734
10.0475,-2.0751
10.6036,-2.6701
12.706,0.1809
10.3762,-1.2652
11.5832,0.7229
6.8053,-0.1411
9.2055,0.0523
9.4384,-0.6195
6.2606,2.2857
9.3783,-1.7639
13.0092,1.5223
9.5608,2.4242
9.2099,2.3835
8.0302,2.6849
11.1712,0.0039
11.2858,-1.899
10.6592,2.8512
12.3369,1.3132
9.8359,1.2531
9.5691,1.8412
12.2416,-0.92
13.4347,0.2795
11.1971,-0.2456
7.9754,1.7951
12.7987,2.9575
7.0805,-3.277
11.5243,-1.716
10.1739,-0.035
10.0786,0.6415
7.3823,-0.6442
10.2557,-3.1818
10.8426,0.5868
8.3817,1.8525
7.752,-2.2338
7.1839,0.9846
9.8666,2.4394
9.9225,2.4183
7.8799,4.1784
8.9182,-0.4799
9.0461,-0.6156
10.6126,-0.0469
10.6363,-0.6382
7.366,0.0098
11.9345,-1.2472
10.0142,0.1921
9.6498,2.2084
8.324,-1.7015
12.4248,-1.8759
8.2455,-0.9128
11.0761,4.1945
7.9985,-3.0837
9.2719,1.7056
8.4501,2.2352
11.4527,1.703
11.9893,0.2019
10.1831,-2.6414
10.4766,0.9857
8.1999,1.4308
8.9967,2.9783
8.3019,-1.5944
10.9877,1.662
9.1551,-0.9824
7.0383,2.7915
11.0062,-0.882
10.0249,0.2495
10.8025,3.0015
11.6221,-1.0937
7.8688,-1.2198
10.6583,-0.729
6.5556,-3.4778
9.7544,-1.9227
9.7315,-1.5186
11.9747,-0.9453
11.0874,1.5488
8.6893,-1.3229
10.0208,-0.6633
11.4196,2.7419
9.5999,-2.3893
11.5259,1.2506
9.8432,-2.4438
8.6065,1.1228
11.9431,2.7361
10.4754,1.3697
10.9129,0.8397
10.6481,1.4111
8.6632,3.9725
